电影名称,上映年份,上映日期,档期类型,总票房(亿),预测票房(亿),票房预测偏差(亿),豆瓣评分,导演,主演,排片率(%),抖音话题播放量(亿),是否含流量演员,模型MAE（平均绝对误差）,模型RMSE（均方根误差）,模型R2（拟合优度）
误杀1（悬疑·2022）,2022,2022/9/1,普通档,4.06,27.838367,23.77836746,7.2,陈思诚,"黄渤,徐峥,沈腾,刘昊然",55.29,401.97,1,20.7962,39.4878,0.3103
功夫7（剧情·2024）,2024,2024/11/28,普通档,1.06,36.87907,35.81907028,6.2,陈凯歌,"周冬雨,王宝强",23.93,111.15,1,20.7962,39.4878,0.3103
怒火4（剧情·2022）,2022,2022/1/28,普通档,33.97,28.034327,5.935673447,5,王家卫,"周冬雨,吴京",9.94,3101.07,1,20.7962,39.4878,0.3103
热辣滚烫5（动作·2023）,2023,2023/4/5,普通档,7.37,26.16819,18.79819,8.7,徐峥,"易烊千玺,贾玲",23.98,3.68,1,20.7962,39.4878,0.3103
热辣滚烫（战争·2022）,2022,2022/5/20,普通档,37.96,26.384783,11.57521721,6.9,沈腾,"刘德华,王宝强",8.71,47.33,1,20.7962,39.4878,0.3103
功夫5（战争·2025）,2025,2025/9/5,普通档,6.53,13.41528,6.885280342,5.6,陈凯歌,"刘昊然,张译",58.85,29.4,1,20.7962,39.4878,0.3103
西游（动作·2024）,2024,2024/12/21,普通档,14.42,17.440077,3.020076828,6.3,郭帆,易烊千玺,14.01,10.98,1,20.7962,39.4878,0.3103
悬崖之上3（剧情·2022）,2022,2022/8/9,暑期档,23.41,36.331635,12.92163452,6.6,郭帆,"吴京,雷佳音",15.09,35.5,1,20.7962,39.4878,0.3103
扫毒2（动画·2024）,2024,2024/6/5,普通档,5.03,18.06331,13.03331062,6.6,吴京,"贾玲,张译,黄渤,刘昊然",22.9,92.77,1,20.7962,39.4878,0.3103
万里归途8（动作·2022）,2022,2022/6/11,普通档,0.79,20.565573,19.77557274,6.5,杜琪峰,"易烊千玺,刘德华,贾玲",33.75,7.36,1,20.7962,39.4878,0.3103
四海（喜剧·2020）,2020,2020/12/4,普通档,16.45,21.314247,4.864247131,6.6,宁浩,"贾玲,黄渤,沈腾,王宝强",17.98,141.12,1,20.7962,39.4878,0.3103
功夫8（剧情·2021）,2021,2021/4/26,普通档,1.32,37.902935,36.58293503,7.6,徐峥,"雷佳音,吴京,刘昊然",48.71,104.48,1,20.7962,39.4878,0.3103
叶问7（剧情·2022）,2022,2022/4/6,普通档,7.48,25.35747,17.87746956,7.3,林超贤,"易烊千玺,沈腾,徐峥",51.83,97.77,1,20.7962,39.4878,0.3103
万里归途5（喜剧·2024）,2024,2024/2/5,春节档,43.58,31.188967,12.39103325,9.7,张艺谋,"张译,王宝强,贾玲",25.49,32.56,1,20.7962,39.4878,0.3103
唐探1（动画·2025）,2025,2025/2/5,春节档,4.58,17.301046,12.72104637,8.4,张艺谋,"吴京,刘德华,吴京,沈腾",49.09,92.76,1,20.7962,39.4878,0.3103
你好李焕英（战争·2021）,2021,2021/4/15,普通档,41.93,26.822826,15.10717361,8.5,吴京,"易烊千玺,沈腾,雷佳音",29.03,1.97,1,20.7962,39.4878,0.3103
万里归途（悬疑·2021）,2021,2021/6/23,普通档,10.33,17.186687,6.856687469,7.4,王家卫,"王宝强,周冬雨,易烊千玺,刘昊然",55.81,1.03,1,20.7962,39.4878,0.3103
万里归途7（动作·2023）,2023,2023/11/12,普通档,4.53,20.662565,16.13256523,7.5,周星驰,"易烊千玺,章子怡,沈腾,沈腾",46.28,75.96,1,20.7962,39.4878,0.3103
热辣滚烫（战争·2021）,2021,2021/2/14,普通档,26.29,24.975075,1.314925232,6.5,贾玲,刘德华,19.54,1.93,1,20.7962,39.4878,0.3103
西游1（动画·2024）,2024,2024/5/18,普通档,3.54,32.01636,28.47636124,9.9,吴京,徐峥,58.33,16.25,1,20.7962,39.4878,0.3103
唐探8（动画·2020）,2020,2020/1/8,普通档,7.6,17.29567,9.695669556,8.3,郭帆,"刘昊然,贾玲",58.89,149.3,1,20.7962,39.4878,0.3103
四海7（悬疑·2021）,2021,2021/12/26,普通档,37.38,16.566917,20.81308258,6.7,张艺谋,雷佳音,51.97,111.18,1,20.7962,39.4878,0.3103
四海4（喜剧·2020）,2020,2020/8/17,暑期档,7.17,16.25208,9.082080917,7.9,宁浩,"雷佳音,张译,周冬雨,黄渤",46.95,128.7,1,20.7962,39.4878,0.3103
满江红9（科幻·2021）,2021,2021/4/25,普通档,17.03,29.799124,12.76912376,7.1,徐克,"易烊千玺,黄渤,周冬雨,徐峥",41.96,142.85,1,20.7962,39.4878,0.3103
人生大事（剧情·2023）,2023,2023/9/5,普通档,0.28,20.34736,20.06736061,6.8,陈凯歌,"雷佳音,吴京,吴京,刘昊然",35.41,72.96,1,20.7962,39.4878,0.3103
怒火（动作·2023）,2023,2023/10/17,普通档,22.63,17.858171,4.771828537,6.8,吴京,"沈腾,章子怡",55.53,9.82,1,20.7962,39.4878,0.3103
无名8（动作·2024）,2024,2024/7/23,暑期档,1.74,15.521325,13.78132511,7.8,吴京,吴京,22.82,1.93,1,20.7962,39.4878,0.3103
长津湖5（动作·2020）,2020,2020/3/18,普通档,44.16,20.613693,23.54630676,7.1,郭帆,"周冬雨,贾玲",17.59,2.41,1,20.7962,39.4878,0.3103
水门桥7（动作·2025）,2025,2025/4/18,普通档,3.89,21.888882,17.99888168,8.6,贾玲,"沈腾,黄渤,雷佳音",59.85,6.29,1,20.7962,39.4878,0.3103
叶问3（剧情·2020）,2020,2020/8/22,暑期档,102.89,23.692446,79.19755424,7,陈凯歌,"徐峥,黄渤,章子怡",10.07,418.56,1,20.7962,39.4878,0.3103
满江红4（战争·2020）,2020,2020/9/1,普通档,1.56,21.193453,19.63345284,5.5,沈腾,"刘昊然,雷佳音,易烊千玺",44.73,71.03,1,20.7962,39.4878,0.3103
叶问（科幻·2024）,2024,2024/4/25,普通档,40.07,23.244705,16.8252948,6.2,沈腾,"周冬雨,易烊千玺",22.09,2.29,1,20.7962,39.4878,0.3103
美人鱼6（悬疑·2020）,2020,2020/4/8,普通档,5.14,27.181181,22.04118095,8.7,贾玲,"吴京,刘德华",48.75,11.83,1,20.7962,39.4878,0.3103
怒火2（动画·2021）,2021,2021/2/7,春节档,3.67,19.633299,15.96329887,6.2,林超贤,王宝强,29.12,12,1,20.7962,39.4878,0.3103
四海（动作·2024）,2024,2024/4/27,普通档,20,25.641483,5.641483307,7,冯小刚,"王宝强,贾玲",53.49,216.86,1,20.7962,39.4878,0.3103
唐探6（爱情·2025）,2025,2025/1/17,普通档,7.34,17.068045,9.728044662,5.9,郭帆,"张译,黄渤,吴京,易烊千玺",37.33,61.13,1,20.7962,39.4878,0.3103
满江红（科幻·2021）,2021,2021/5/24,普通档,0.85,8.580264,7.730264091,8.9,郭帆,"吴京,易烊千玺",9.88,29.11,1,20.7962,39.4878,0.3103
功夫7（动画·2024）,2024,2024/3/26,普通档,5.38,26.511776,21.13177597,7.3,周星驰,"黄渤,沈腾",5.38,11.59,1,20.7962,39.4878,0.3103
狙击手8（科幻·2021）,2021,2021/1/11,普通档,0.92,11.757654,10.83765419,6,陈凯歌,"雷佳音,吴京",57.51,67.11,1,20.7962,39.4878,0.3103
悬崖之上9（科幻·2020）,2020,2020/3/19,普通档,6.69,19.282335,12.59233528,6,宁浩,"吴京,沈腾",51.1,108.89,1,20.7962,39.4878,0.3103
怒火3（战争·2024）,2024,2024/6/28,普通档,7.18,17.48974,10.30974037,6.6,冯小刚,"周冬雨,雷佳音,刘昊然",41.82,7.35,1,20.7962,39.4878,0.3103
满江红4（爱情·2022）,2022,2022/7/7,暑期档,59.64,28.363176,31.27682365,6.6,吴京,"雷佳音,刘昊然",11.41,3.47,1,20.7962,39.4878,0.3103
无名2（科幻·2024）,2024,2024/12/11,普通档,5.66,24.945961,19.285961,6,杜琪峰,"徐峥,吴京,沈腾",25.55,78.44,1,20.7962,39.4878,0.3103
流浪地球4（剧情·2023）,2023,2023/4/28,普通档,5.35,19.140377,13.79037704,7,沈腾,"沈腾,黄渤,张译,易烊千玺",49.93,129.94,1,20.7962,39.4878,0.3103
满江红8（科幻·2021）,2021,2021/2/6,春节档,1.13,16.031433,14.90143311,7.7,郭帆,"章子怡,徐峥,吴京,易烊千玺",56.23,131.17,1,20.7962,39.4878,0.3103
狙击手3（喜剧·2023）,2023,2023/10/21,普通档,117.94,35.72945,82.21054977,5.7,王家卫,黄渤,6.69,0.68,1,20.7962,39.4878,0.3103
扫毒1（爱情·2020）,2020,2020/4/17,普通档,25.04,17.308046,7.731953659,7.1,王家卫,"贾玲,沈腾",36.07,18.74,1,20.7962,39.4878,0.3103
扫毒1（悬疑·2024）,2024,2024/9/23,普通档,2.96,26.546146,23.58614639,7.4,吴京,"易烊千玺,张译,刘昊然,徐峥",15.89,2.21,1,20.7962,39.4878,0.3103
误杀6（动作·2025）,2025,2025/7/24,暑期档,53.58,21.539791,32.04020889,6,林超贤,"章子怡,刘德华",18.29,0.97,1,20.7962,39.4878,0.3103
扫毒2（动作·2023）,2023,2023/12/27,普通档,8.48,26.717537,18.23753693,6.6,宁浩,"吴京,张译",14.95,103.17,1,20.7962,39.4878,0.3103
怒火5（动画·2024）,2024,2024/1/10,普通档,50.03,20.96425,29.06574944,7.9,陈凯歌,"沈腾,刘昊然",38.87,6.03,1,20.7962,39.4878,0.3103
封神2（动作·2025）,2025,2025/1/19,普通档,20.68,19.450586,1.229413681,6.4,郭帆,"沈腾,张译,刘德华,吴京",32.39,20.5,1,20.7962,39.4878,0.3103
四海5（喜剧·2020）,2020,2020/8/3,暑期档,11.51,21.461535,9.9515345,6.3,贾玲,"章子怡,刘昊然,易烊千玺,黄渤",33.73,54.79,1,20.7962,39.4878,0.3103
你好李焕英5（动作·2023）,2023,2023/9/11,普通档,6.86,18.231724,11.37172379,6.5,张艺谋,"张译,章子怡",50.23,123.38,1,20.7962,39.4878,0.3103
你好李焕英6（战争·2021）,2021,2021/8/18,暑期档,0.52,23.23717,22.71716927,6,贾玲,"章子怡,吴京,周冬雨,徐峥",22.73,25.53,1,20.7962,39.4878,0.3103
长津湖6（动作·2025）,2025,2025/2/10,普通档,45.04,22.331429,22.70857147,6.4,徐克,"沈腾,周冬雨,雷佳音",35.92,65.86,1,20.7962,39.4878,0.3103
悬崖之上5（科幻·2025）,2025,2025/2/9,普通档,21.01,23.318724,2.308723679,8.7,林超贤,"贾玲,徐峥,雷佳音,黄渤",13.37,2.02,1,20.7962,39.4878,0.3103
封神1（战争·2021）,2021,2021/10/13,普通档,22.81,43.714935,20.9049353,6,冯小刚,贾玲,32.65,1431.96,1,20.7962,39.4878,0.3103
狙击手2（战争·2020）,2020,2020/6/15,普通档,3.62,23.33397,19.71396912,5.9,杜琪峰,"黄渤,雷佳音",53.05,103.03,1,20.7962,39.4878,0.3103
战狼（动画·2021）,2021,2021/8/3,暑期档,1.59,14.730535,13.14053455,7.7,沈腾,"吴京,张译",33.58,6.25,1,20.7962,39.4878,0.3103
叶问5（剧情·2022）,2022,2022/10/2,国庆档,19.99,24.647818,4.657817612,7.4,杜琪峰,"易烊千玺,刘德华,刘昊然",40.62,0.37,1,20.7962,39.4878,0.3103
战狼5（剧情·2023）,2023,2023/5/6,普通档,11.67,10.094746,1.575254364,5.5,贾玲,"吴京,张译,周冬雨",16.8,121.28,1,20.7962,39.4878,0.3103
封神5（动作·2021）,2021,2021/12/15,普通档,36.18,16.748402,19.43159836,7,王家卫,"易烊千玺,沈腾,雷佳音",36.41,133.31,1,20.7962,39.4878,0.3103
满江红8（科幻·2025）,2025,2025/3/3,普通档,16.85,28.070225,11.22022476,8.9,周星驰,"张译,黄渤,章子怡,徐峥",11.65,1.12,1,20.7962,39.4878,0.3103
热辣滚烫5（科幻·2023）,2023,2023/8/8,暑期档,15.61,19.89892,4.288920059,4.2,杜琪峰,"周冬雨,雷佳音,刘德华",45.54,87.21,1,20.7962,39.4878,0.3103
无名2（战争·2025）,2025,2025/4/21,普通档,16.4,23.370525,6.97052536,6.4,沈腾,"贾玲,雷佳音,黄渤,沈腾",19.3,484.75,1,20.7962,39.4878,0.3103
美人鱼7（动画·2024）,2024,2024/10/9,普通档,9.94,25.31917,15.37917,6.6,张艺谋,"吴京,张译,章子怡,吴京",26.61,33.87,1,20.7962,39.4878,0.3103
热辣滚烫6（科幻·2023）,2023,2023/1/13,普通档,32.63,18.432722,14.19727791,7.5,宁浩,沈腾,40.73,7.68,1,20.7962,39.4878,0.3103
奇迹6（爱情·2021）,2021,2021/1/2,普通档,55.69,15.669846,40.02015442,7.4,徐峥,沈腾,55.71,13.36,1,20.7962,39.4878,0.3103
水门桥4（爱情·2023）,2023,2023/12/8,普通档,0.7,15.065199,14.3651989,8.1,林超贤,"刘昊然,王宝强,张译",48.73,73.67,1,20.7962,39.4878,0.3103
四海8（剧情·2021）,2021,2021/6/9,普通档,24.69,35.494194,10.80419403,5.5,冯小刚,"黄渤,沈腾,雷佳音,周冬雨",40.05,1360.53,1,20.7962,39.4878,0.3103
怒火（科幻·2024）,2024,2024/4/14,普通档,9.5,21.184881,11.68488121,5.9,张艺谋,刘昊然,27.92,70.92,1,20.7962,39.4878,0.3103
悬崖之上1（动画·2025）,2025,2025/12/6,普通档,5.52,16.572618,11.05261848,6.9,陈凯歌,王宝强,40.16,10.76,1,20.7962,39.4878,0.3103
美人鱼7（动作·2022）,2022,2022/9/12,普通档,9.67,14.758601,5.088601189,6.5,陈思诚,王宝强,22.9,673.97,1,20.7962,39.4878,0.3103
热辣滚烫2（科幻·2024）,2024,2024/4/14,普通档,19.78,26.787527,7.007527084,6.8,宁浩,"雷佳音,张译",29.64,11.42,1,20.7962,39.4878,0.3103
人生大事6（爱情·2023）,2023,2023/4/16,普通档,3.25,23.77523,20.52523041,6.9,吴京,王宝强,15.31,141.12,1,20.7962,39.4878,0.3103
误杀6（剧情·2024）,2024,2024/10/2,国庆档,8.17,28.182526,20.01252563,9.1,王家卫,"沈腾,刘昊然,吴京,雷佳音",38.69,91.17,1,20.7962,39.4878,0.3103
功夫2（剧情·2023）,2023,2023/6/22,普通档,14.65,25.247555,10.59755478,8,杜琪峰,"雷佳音,易烊千玺",5.39,18.9,1,20.7962,39.4878,0.3103
怒火5（悬疑·2023）,2023,2023/6/18,普通档,55.61,29.940968,25.66903244,5.9,徐峥,"易烊千玺,吴京,王宝强",42.53,1.3,1,20.7962,39.4878,0.3103
悬崖之上3（动作·2024）,2024,2024/3/29,普通档,0.91,23.42498,22.51498016,5.8,陈思诚,"沈腾,易烊千玺,黄渤,章子怡",23.99,30.36,1,20.7962,39.4878,0.3103
战狼9（战争·2023）,2023,2023/9/17,普通档,5.62,19.567526,13.94752586,7.3,冯小刚,易烊千玺,20.53,93.17,1,20.7962,39.4878,0.3103
美人鱼5（战争·2020）,2020,2020/12/7,普通档,43.46,21.433372,22.0266275,6.7,冯小刚,"刘昊然,王宝强",30.32,1.31,1,20.7962,39.4878,0.3103
人生大事1（战争·2025）,2025,2025/11/5,普通档,232,77.08334,154.9166565,9.1,陈思诚,易烊千玺,48.07,257.36,1,20.7962,39.4878,0.3103
怒火9（战争·2024）,2024,2024/8/19,暑期档,39.46,22.214996,17.24500366,6.9,徐克,雷佳音,55.52,30.31,1,20.7962,39.4878,0.3103
怒火3（爱情·2023）,2023,2023/11/10,普通档,2.82,34.57192,31.75191849,5.3,徐峥,"吴京,贾玲",24.16,44.73,1,20.7962,39.4878,0.3103
叶问9（战争·2024）,2024,2024/11/25,普通档,45.09,16.89665,28.19334969,5,陈凯歌,"沈腾,章子怡",38.64,54.1,1,20.7962,39.4878,0.3103
怒火5（动作·2024）,2024,2024/5/18,普通档,2.99,20.060144,17.07014442,5.8,徐峥,"章子怡,刘昊然",29.25,23.44,1,20.7962,39.4878,0.3103
飞驰人生5（科幻·2021）,2021,2021/2/9,普通档,7.5,18.306818,10.80681801,5.2,陈凯歌,"刘昊然,张译",46.94,23.52,1,20.7962,39.4878,0.3103
无名8（剧情·2022）,2022,2022/7/6,暑期档,10.01,29.199966,19.18996643,6.9,陈凯歌,"易烊千玺,黄渤,雷佳音,沈腾",59.29,0.82,1,20.7962,39.4878,0.3103
人生大事7（战争·2020）,2020,2020/10/26,普通档,8.07,32.69396,24.62395828,8.2,冯小刚,"吴京,沈腾,易烊千玺",59.45,15.84,1,20.7962,39.4878,0.3103
封神1（动作·2022）,2022,2022/4/4,普通档,16.41,18.408983,1.998983231,7.2,陈凯歌,"吴京,贾玲,王宝强",17.69,1163.04,1,20.7962,39.4878,0.3103
误杀2（剧情·2025）,2025,2025/4/22,普通档,6.79,35.61871,28.82870956,4.2,张艺谋,"章子怡,刘德华,易烊千玺",59.26,63.59,1,20.7962,39.4878,0.3103
你好李焕英（战争·2025）,2025,2025/5/5,普通档,3.81,11.864731,8.054730835,6,周星驰,"徐峥,雷佳音,王宝强",57.19,30.36,1,20.7962,39.4878,0.3103
悬崖之上1（动画·2020）,2020,2020/8/4,暑期档,43.11,16.479029,26.6309713,8.1,冯小刚,黄渤,49.58,53.92,1,20.7962,39.4878,0.3103
热辣滚烫1（剧情·2021）,2021,2021/11/17,普通档,5.26,20.681208,15.42120766,7.1,冯小刚,"雷佳音,黄渤,王宝强,张译",50.96,50.59,1,20.7962,39.4878,0.3103
狙击手4（剧情·2022）,2022,2022/1/13,普通档,7.38,21.55756,14.17755997,7.9,林超贤,雷佳音,46.16,73.81,1,20.7962,39.4878,0.3103
长津湖（科幻·2022）,2022,2022/11/24,普通档,23.29,20.582855,2.707144775,7.1,冯小刚,"雷佳音,沈腾,王宝强,张译",41.34,30.23,1,20.7962,39.4878,0.3103
飞驰人生1（悬疑·2023）,2023,2023/10/17,普通档,8.41,23.453266,15.04326614,7.9,徐克,"黄渤,沈腾,沈腾",13.13,15.6,1,20.7962,39.4878,0.3103
四海5（动作·2024）,2024,2024/6/15,普通档,2.94,21.53203,18.59203011,8.9,陈思诚,"吴京,雷佳音",31.93,38.62,1,20.7962,39.4878,0.3103
万里归途7（战争·2020）,2020,2020/11/14,普通档,1.28,15.629759,14.34975883,6.7,徐克,"王宝强,张译,刘德华,易烊千玺",54.19,170.66,1,20.7962,39.4878,0.3103
美人鱼1（战争·2025）,2025,2025/10/8,普通档,18.37,18.906384,0.536383514,6.8,吴京,"王宝强,易烊千玺,刘德华",22,1.51,1,20.7962,39.4878,0.3103
无名1（战争·2023）,2023,2023/10/12,普通档,16.05,20.961905,4.911904526,7.1,沈腾,"周冬雨,易烊千玺,黄渤",31.29,52.05,1,20.7962,39.4878,0.3103
奇迹（剧情·2020）,2020,2020/5/30,普通档,2.48,16.748484,14.26848366,5.4,沈腾,周冬雨,33.74,16.35,1,20.7962,39.4878,0.3103
叶问4（战争·2025）,2025,2025/5/18,普通档,5.51,18.051895,12.54189514,5.9,宁浩,黄渤,39.35,16.35,1,20.7962,39.4878,0.3103
战狼3（悬疑·2021）,2021,2021/2/9,普通档,21.45,22.0856,0.635599899,5.8,王家卫,"章子怡,沈腾,吴京,沈腾",56.36,10.41,1,20.7962,39.4878,0.3103
流浪地球6（动作·2025）,2025,2025/11/25,普通档,22.48,28.899405,6.419404526,6.2,徐克,"黄渤,沈腾",19.86,3.28,1,20.7962,39.4878,0.3103
扫毒5（动作·2024）,2024,2024/11/1,普通档,16.3,17.48047,1.180470657,5.9,冯小刚,"吴京,徐峥,张译",47.78,19.11,1,20.7962,39.4878,0.3103
战狼9（悬疑·2023）,2023,2023/3/23,普通档,38.59,18.067717,20.5222834,7.8,周星驰,沈腾,44.39,12.21,1,20.7962,39.4878,0.3103
满江红2（爱情·2021）,2021,2021/7/20,暑期档,30.01,31.736572,1.726572266,5.5,杜琪峰,"沈腾,刘昊然,刘德华",26.77,6.04,1,20.7962,39.4878,0.3103
长津湖（喜剧·2023）,2023,2023/8/5,暑期档,10.56,18.784805,8.224805298,5.9,沈腾,"贾玲,刘昊然,易烊千玺,王宝强",53.74,122.54,1,20.7962,39.4878,0.3103
流浪地球4（动作·2025）,2025,2025/1/27,春节档,99.76,20.829315,78.93068481,6.1,冯小刚,"刘德华,黄渤,贾玲",42.55,18.1,1,20.7962,39.4878,0.3103
封神（科幻·2022）,2022,2022/10/18,普通档,0.52,18.725855,18.20585487,7.2,林超贤,"刘昊然,王宝强",18.26,108.7,1,20.7962,39.4878,0.3103
战狼3（剧情·2023）,2023,2023/12/25,普通档,31.77,23.23762,8.5323806,8,周星驰,"刘昊然,易烊千玺",33.82,4.13,1,20.7962,39.4878,0.3103
万里归途1（科幻·2021）,2021,2021/6/6,普通档,24.11,22.718758,1.391242371,7.3,王家卫,"易烊千玺,吴京,沈腾",20.8,67.87,1,20.7962,39.4878,0.3103
你好李焕英3（动画·2020）,2020,2020/6/29,普通档,35.89,19.379606,16.51039375,5.9,周星驰,"王宝强,雷佳音,周冬雨",11.5,72.53,1,20.7962,39.4878,0.3103
悬崖之上2（剧情·2021）,2021,2021/6/16,普通档,137.42,26.621532,110.7984676,5.3,贾玲,"刘昊然,张译",10.55,6.9,1,20.7962,39.4878,0.3103
误杀3（剧情·2021）,2021,2021/6/6,普通档,4.19,16.16542,11.97542053,6.8,郭帆,"吴京,贾玲,沈腾",34.74,136.34,1,20.7962,39.4878,0.3103
唐探（动作·2025）,2025,2025/8/8,暑期档,2.17,21.80556,19.63555916,8.5,宁浩,"张译,雷佳音",50.02,321.36,1,20.7962,39.4878,0.3103
人生大事8（动作·2021）,2021,2021/9/14,普通档,21.88,21.408169,0.471831207,7.2,郭帆,"吴京,黄渤",13.37,0.5,1,20.7962,39.4878,0.3103
扫毒7（悬疑·2025）,2025,2025/4/11,普通档,35.39,18.052122,17.33787788,7.6,林超贤,"周冬雨,沈腾,吴京",30.84,147.45,1,20.7962,39.4878,0.3103
美人鱼（科幻·2023）,2023,2023/9/25,普通档,39.03,16.909246,22.12075356,6.5,林超贤,"章子怡,王宝强",33.12,116.28,1,20.7962,39.4878,0.3103
封神1（爱情·2022）,2022,2022/7/25,暑期档,86.29,34.53149,51.75850967,6.2,陈思诚,周冬雨,7.71,3.8,1,20.7962,39.4878,0.3103
万里归途2（悬疑·2025）,2025,2025/8/25,暑期档,17.6,20.438128,2.838127518,6.6,杜琪峰,"吴京,章子怡",9.7,111.98,1,20.7962,39.4878,0.3103
流浪地球（动画·2020）,2020,2020/2/16,普通档,17.48,19.853996,2.373996277,5.7,林超贤,章子怡,50.54,142.41,1,20.7962,39.4878,0.3103
飞驰人生1（动画·2025）,2025,2025/8/14,暑期档,1.35,12.373446,11.02344646,4.8,郭帆,刘昊然,37.48,181.1,1,20.7962,39.4878,0.3103
人生大事2（悬疑·2023）,2023,2023/5/29,普通档,0.63,19.881725,19.25172531,6.7,宁浩,"沈腾,黄渤,刘德华",17.36,6.1,1,20.7962,39.4878,0.3103
长津湖2（喜剧·2022）,2022,2022/1/14,普通档,6.58,21.32045,14.74044983,8.1,杜琪峰,"周冬雨,沈腾,吴京,吴京",45.94,139.48,1,20.7962,39.4878,0.3103
长津湖2（爱情·2025）,2025,2025/5/6,普通档,1.57,18.426567,16.85656708,7.1,徐峥,"王宝强,刘德华,张译,沈腾",30.56,108.46,1,20.7962,39.4878,0.3103
人生大事4（爱情·2020）,2020,2020/6/12,普通档,24.61,22.831541,1.778458939,5.8,周星驰,雷佳音,14.75,122.01,1,20.7962,39.4878,0.3103
封神9（剧情·2021）,2021,2021/8/21,暑期档,55.61,15.8693695,39.74063049,5.2,郭帆,"沈腾,周冬雨,王宝强,张译",24.9,2.23,1,20.7962,39.4878,0.3103
奇迹1（战争·2024）,2024,2024/2/5,春节档,7.91,33.611145,25.70114502,6.5,杜琪峰,"周冬雨,吴京,刘昊然",58.96,5.68,1,20.7962,39.4878,0.3103
你好李焕英3（剧情·2022）,2022,2022/7/12,暑期档,422.61,65.211685,357.3983148,7.2,陈思诚,易烊千玺,15.95,12.7,1,20.7962,39.4878,0.3103
封神6（爱情·2025）,2025,2025/6/24,普通档,307.67,21.34745,286.3225497,5.6,贾玲,"贾玲,周冬雨,徐峥,刘昊然",35.49,66.93,1,20.7962,39.4878,0.3103
水门桥（爱情·2023）,2023,2023/1/16,普通档,38.9,23.776236,15.12376442,7.7,吴京,章子怡,59.47,12.1,1,20.7962,39.4878,0.3103
水门桥7（动画·2020）,2020,2020/8/25,暑期档,11.21,27.319212,16.10921196,8,林超贤,吴京,40.49,0.63,1,20.7962,39.4878,0.3103
悬崖之上5（喜剧·2020）,2020,2020/7/4,暑期档,5.33,17.243597,11.91359703,7.9,冯小刚,"王宝强,吴京,沈腾,张译",41.76,22.29,1,20.7962,39.4878,0.3103
西游4（剧情·2022）,2022,2022/1/21,春节档,5.59,37.8008,32.21080032,6.1,王家卫,"刘昊然,徐峥,章子怡",15.12,19.31,1,20.7962,39.4878,0.3103
扫毒（爱情·2020）,2020,2020/12/27,普通档,58.79,17.203114,41.58688644,5.9,林超贤,"沈腾,张译,周冬雨",10.06,80.19,1,20.7962,39.4878,0.3103
叶问8（科幻·2021）,2021,2021/10/25,普通档,1.23,7.4733686,6.243368645,8.2,徐克,"沈腾,徐峥,黄渤",56.43,8.63,1,20.7962,39.4878,0.3103
无名4（科幻·2021）,2021,2021/6/27,普通档,13.79,26.538025,12.7480249,6.5,徐峥,"徐峥,易烊千玺,周冬雨,章子怡",13.06,85.59,1,20.7962,39.4878,0.3103
功夫6（喜剧·2023）,2023,2023/6/27,普通档,5.44,18.189457,12.74945694,7,张艺谋,"易烊千玺,徐峥,吴京",56.91,190.32,1,20.7962,39.4878,0.3103
功夫4（剧情·2024）,2024,2024/9/9,普通档,20.06,18.697939,1.362061081,7.3,宁浩,"黄渤,王宝强,吴京",7.19,5.53,1,20.7962,39.4878,0.3103
狙击手6（动作·2020）,2020,2020/12/8,普通档,26.95,35.693542,8.74354248,7.5,吴京,"沈腾,雷佳音",47.83,10.96,1,20.7962,39.4878,0.3103
热辣滚烫（战争·2025）,2025,2025/10/2,国庆档,25.76,22.3295,3.430499802,8.6,郭帆,"王宝强,雷佳音",48.77,86.23,1,20.7962,39.4878,0.3103
功夫3（动画·2025）,2025,2025/6/7,普通档,45.85,15.442606,30.40739403,5.2,陈凯歌,"吴京,王宝强,易烊千玺,黄渤",7.07,0.33,1,20.7962,39.4878,0.3103
你好李焕英5（动画·2021）,2021,2021/8/13,暑期档,5.99,23.17071,17.18070961,6.7,王家卫,"刘德华,徐峥",45.34,73.91,1,20.7962,39.4878,0.3103
封神6（科幻·2023）,2023,2023/12/21,普通档,0.45,20.089748,19.63974838,6.6,林超贤,"徐峥,贾玲,刘德华",49.44,6.34,1,20.7962,39.4878,0.3103
热辣滚烫9（喜剧·2021）,2021,2021/7/29,暑期档,1.14,11.077961,9.937960968,5.1,郭帆,张译,31.26,128.66,1,20.7962,39.4878,0.3103
悬崖之上9（动画·2025）,2025,2025/11/21,普通档,1.36,21.328838,19.96883835,7.3,陈凯歌,"黄渤,刘德华,沈腾,章子怡",48.71,95.18,1,20.7962,39.4878,0.3103
怒火（战争·2025）,2025,2025/2/23,普通档,2.11,19.670212,17.56021179,7,王家卫,"刘德华,沈腾,易烊千玺,章子怡",29.4,64.78,1,20.7962,39.4878,0.3103
狙击手5（战争·2021）,2021,2021/3/12,普通档,0.11,14.576276,14.46627583,7.7,杜琪峰,"贾玲,易烊千玺,刘德华,沈腾",59.93,61.94,1,20.7962,39.4878,0.3103
叶问3（战争·2024）,2024,2024/1/1,普通档,0.67,29.907158,29.2371579,6.7,贾玲,吴京,53.75,1872.79,1,20.7962,39.4878,0.3103
流浪地球（科幻·2024）,2024,2024/1/19,普通档,175.88,37.775665,138.1043347,9.9,徐克,"刘德华,黄渤",6.73,51.85,1,20.7962,39.4878,0.3103
